     1      1    0.100000E-01  0.692308       80.0000       10.0000       2.00000    
     1      1    0.200000E-01  0.794872       140.000       13.4017       1.17738    
     1      1    0.300000E-01  0.846154       190.000       14.5246       1.58496    
     1      1    0.400000E-01  0.871795       200.000       15.0000       2.00000    
     1      1    0.600000E-01  0.897436       280.000       18.6339       1.63093    
     1      1    0.110000      0.923077       500.000       25.2590       1.59426    
     1      1    0.150000      0.948718       880.000       43.8786       1.26540    
     1      1    0.280000      0.974359       660.000       30.7910       1.78021    
     1      1     72.5200       1.00000       37560.0       398.729       1.90805    
     2      1    0.100000E-01  0.700000       80.0000       10.0000       2.00000    
     2      1    0.200000E-01  0.833333       140.000       12.2910       1.44344    
     2      1    0.300000E-01  0.850000       200.000       14.9071       1.58496    
     2      1    0.400000E-01  0.883333       220.000       16.9373       1.63093    
     2      1    0.700000E-01  0.900000       340.000       20.9956       1.55329    
     2      1    0.260000      0.916667       980.000       33.4615       1.67433    
     2      1    0.430000      0.933333       1660.00       45.0155       1.56854    
     2      1    0.470000      0.950000       1360.00       43.0271       1.57641    
     2      1     1.63000      0.966667       2220.00       66.4912       1.81702    
     2      1     23.0400      0.983333       24960.0       302.213       1.80456    
     2      1     46.9800       1.00000       21140.0       469.621       1.82616    
     3      1    0.100000E-01  0.504673       80.0000       10.0000       2.00000    
     3      1    0.200000E-01  0.710280       140.000       12.7959       1.32251    
     3      1    0.300000E-01  0.794393       193.333       16.1230       1.36920    
     3      1    0.400000E-01  0.813084       240.000       17.8464       1.38740    
     3      1    0.500000E-01  0.822430       260.000       18.7617       1.46497    
     3      1    0.600000E-01  0.850467       340.000       21.1342       1.43025    
     3      1    0.700000E-01  0.859813       360.000       21.8529       1.55329    
     3      1    0.800000E-01  0.887850       433.333       25.3974       1.40660    
     3      1    0.100000      0.915888       386.667       22.2015       1.61761    
     3      1    0.130000      0.925234       700.000       36.1129       1.31812    
     3      1    0.140000      0.934579       640.000       29.6235       1.47289    
     3      1    0.150000      0.943925       640.000       27.6807       1.58853    
     3      1    0.280000      0.953271       1100.00       43.0724       1.51655    
     3      1    0.640000      0.962617       1600.00       50.3081       1.67366    
     3      1    0.700000      0.971963       1440.00       47.6081       1.68209    
     3      1     1.80000      0.981308       2460.00       74.4620       1.79664    
     3      1     23.3700      0.990654       15200.0       233.978       1.83509    
     3      1     44.7000       1.00000       23680.0       425.905       1.81927    
     4      1    0.100000E-01  0.526316       80.0000       10.0000       2.00000    
     4      1    0.200000E-01  0.723684       140.000       12.1676       1.47301    
     4      1    0.300000E-01  0.750000       190.000       15.5694       1.39197    
     4      1    0.400000E-01  0.763158       240.000       16.9558       1.51294    
     4      1    0.500000E-01  0.789474       290.000       19.4912       1.46497    
     4      1    0.600000E-01  0.802632       300.000       19.7203       1.63093    
     4      1    0.700000E-01  0.842105       346.667       21.1417       1.50342    
     4      1    0.800000E-01  0.855263       400.000       21.4330       1.65988    
     4      1    0.900000E-01  0.868421       320.000       20.0000       2.00000    
     4      1    0.120000      0.894737       490.000       26.6412       1.59804    
     4      1    0.170000      0.907895       780.000       30.8585       1.51363    
     4      1    0.180000      0.921053       640.000       29.8039       1.54417    
     4      1    0.190000      0.934211       620.000       28.2941       1.72720    
     4      1    0.530000      0.960526       1760.00       60.8521       1.50700    
     4      1     1.12000      0.973684       2180.00       67.5123       1.68316    
     4      1     2.85000      0.986842       2740.00       77.6883       1.90293    
     4      1     66.3300       1.00000       42740.0       449.896       1.85972    
     5      1    0.100000E-01  0.689320       80.0000       10.0000       2.00000    
     5      1    0.200000E-01  0.805825       140.000       12.4144       1.41388    
     5      1    0.300000E-01  0.864078       190.000       15.2212       1.45630    
     5      1    0.400000E-01  0.873786       220.000       16.0078       1.51294    
     5      1    0.500000E-01  0.893204       270.000       19.3366       1.37484    
     5      1    0.800000E-01  0.902913       420.000       22.7074       1.50000    
     5      1    0.900000E-01  0.912621       340.000       20.7275       1.58496    
     5      1    0.100000      0.922330       500.000       26.6458       1.43068    
     5      1    0.110000      0.932039       580.000       29.7649       1.40660    
     5      1    0.190000      0.941748       800.000       32.3502       1.46133    
     5      1    0.240000      0.951456       1140.00       39.5921       1.41166    
     5      1    0.260000      0.961165       920.000       38.4038       1.56681    
     5      1    0.520000      0.970874       960.000       42.0464       1.79829    
     5      1    0.640000      0.980583       1560.00       46.3981       1.67366    
     5      1     2.08000      0.990291       4200.00       84.4964       1.73972    
     5      1     68.6300       1.00000       65880.0       447.228       1.86005    
     6      1    0.100000E-01  0.692308       80.0000       10.0000       2.00000    
     6      1    0.200000E-01  0.769231       140.000       12.1676       1.47301    
     6      1    0.300000E-01  0.820513       200.000       15.4295       1.48847    
     6      1    0.400000E-01  0.884615       236.000       17.7078       1.50992    
     6      1    0.500000E-01  0.923077       286.667       20.9220       1.40072    
     6      1    0.600000E-01  0.935897       280.000       18.9297       1.63093    
     6      1    0.140000      0.948718       800.000       34.7366       1.30977    
     6      1    0.150000      0.961538       580.000       28.4097       1.51139    
     6      1     1.20000      0.974359       2220.00       58.9221       1.81409    
     6      1     3.89000      0.987179       6500.00       133.096       1.70558    
     6      1     67.3700       1.00000       40520.0       526.153       1.81684    
     7      1    0.100000E-01  0.594828       80.0000       10.0000       2.00000    
     7      1    0.200000E-01  0.689655       140.000       12.2574       1.45151    
     7      1    0.300000E-01  0.818966       185.333       14.6247       1.53350    
     7      1    0.400000E-01  0.836207       220.000       16.0078       1.51294    
     7      1    0.500000E-01  0.844828       280.000       18.1108       1.75647    
     7      1    0.600000E-01  0.853448       280.000       18.9297       1.63093    
     7      1    0.700000E-01  0.870690       360.000       24.0759       1.38118    
     7      1    0.900000E-01  0.879310       480.000       25.2396       1.36521    
     7      1    0.100000      0.896552       500.000       26.5121       1.40800    
     7      1    0.150000      0.905172       660.000       29.9629       1.58853    
     7      1    0.170000      0.913793       740.000       31.6884       1.45598    
     7      1    0.190000      0.922414       720.000       32.6570       1.57305    
     7      1    0.210000      0.931034       900.000       34.7456       1.56458    
     7      1    0.290000      0.939655       1200.00       38.1187       1.49572    
     7      1    0.340000      0.956897       1010.00       38.7778       1.61365    
     7      1    0.660000      0.965517       2020.00       53.9073       1.71542    
     7      1     1.22000      0.974138       2920.00       76.3542       1.64647    
     7      1     10.0600      0.982759       9120.00       150.681       1.81622    
     7      1     16.9600      0.991379       15420.0       216.877       1.76851    
     7      1     40.8300       1.00000       22880.0       302.094       1.87907    
     8      1    0.100000E-01  0.544304       80.0000       10.0000       2.00000    
     8      1    0.200000E-01  0.721519       140.000       12.6612       1.35476    
     8      1    0.300000E-01  0.759494       193.333       15.3487       1.45630    
     8      1    0.400000E-01  0.772152       240.000       17.5000       1.51294    
     8      1    0.500000E-01  0.810127       286.667       19.0436       1.46497    
     8      1    0.600000E-01  0.848101       320.000       20.9468       1.55939    
     8      1    0.700000E-01  0.860759       340.000       20.6032       1.55329    
     8      1    0.800000E-01  0.886076       400.000       23.0267       1.44127    
     8      1    0.110000      0.898734       500.000       26.1591       1.48990    
     8      1    0.120000      0.924051       440.000       24.3456       1.59804    
     8      1    0.150000      0.936709       760.000       35.4526       1.44676    
     8      1    0.250000      0.949367       680.000       30.0293       1.71967    
     8      1    0.360000      0.962025       1360.00       46.1989       1.59176    
     8      1    0.530000      0.974684       1280.00       44.4811       1.68850    
     8      1     4.02000      0.987342       5340.00       100.819       1.79004    
     8      1     67.4600       1.00000       36520.0       509.701       1.81712    
     9      1    0.100000E-01  0.621951       80.0000       10.0000       2.00000    
     9      1    0.200000E-01  0.731707       140.000       11.5094       1.63068    
     9      1    0.300000E-01  0.780488       185.000       14.8558       1.48847    
     9      1    0.400000E-01  0.792683       220.000       16.5831       1.51294    
     9      1    0.500000E-01  0.841463       300.000       19.7726       1.46497    
     9      1    0.600000E-01  0.853659       280.000       18.7083       1.63093    
     9      1    0.700000E-01  0.865854       360.000       23.1234       1.40368    
     9      1    0.900000E-01  0.878049       480.000       25.3859       1.36521    
     9      1    0.140000      0.890244       680.000       30.6145       1.47289    
     9      1    0.150000      0.902439       700.000       29.6048       1.51139    
     9      1    0.160000      0.914634       640.000       27.3076       1.72271    
     9      1    0.180000      0.926829       640.000       28.6852       1.69548    
     9      1    0.230000      0.939024       920.000       34.7935       1.55615    
     9      1    0.420000      0.951220       1400.00       40.6718       1.66023    
     9      1    0.660000      0.963415       1980.00       56.5160       1.56672    
     9      1    0.860000      0.975610       2360.00       60.3721       1.66571    
     9      1    0.910000      0.987805       2240.00       57.8625       1.68684    
     9      1     68.1300       1.00000       34280.0       442.443       1.89464    
    10      1    0.100000E-01  0.543478       80.0000       10.0000       2.00000    
    10      1    0.200000E-01  0.673913       140.000       12.1676       1.47301    
    10      1    0.300000E-01  0.782609       192.000       15.4370       1.43057    
    10      1    0.400000E-01  0.847826       233.333       17.2794       1.42925    
    10      1    0.500000E-01  0.913043       253.333       17.9804       1.59922    
    10      1    0.700000E-01  0.934783       360.000       22.5877       1.55329    
    10      1    0.100000      0.956522       400.000       23.0000       1.53090    
    10      1    0.220000      0.978261       880.000       34.0818       1.58848    
    10      1     73.0300       1.00000       38160.0       427.912       1.92145    
