2010 1 1
2011 1 5
2012 1 20
2013 1 42
2014 1 96
2015 1 246
2016 1 600
2017 1 1338
2018 1 2900
2019 1 6279
2020 1 13302
2021 1 25887
2022 1 45764
2023 1 70969
2024 1 95395
2025 1 113653
2026 1 125581
2027 1 132811
2028 1 137683
2029 1 140074
2030 1 141489
2031 1 141916
2032 1 142381
2033 1 142889
2034 1 142947
2035 1 143125
2036 1 142790
2037 1 142939
2038 1 142649
2039 1 142897
2040 1 142614
2041 1 142857
2042 1 142789
2043 1 142637
2044 1 142877
2045 1 142703
2046 1 142591
2047 1 142626
2048 1 142717
2049 1 142674
2050 1 143009
