2010 1 1
2011 1 4
2012 1 16
2013 1 42
2014 1 94
2015 1 240
2016 1 581
2017 1 1311
2018 1 2821
2019 1 5938
2020 1 11950
2021 1 22788
2022 1 40625
2023 1 65116
2024 1 90908
2025 1 111692
2026 1 124867
2027 1 133062
2028 1 137652
2029 1 140130
2030 1 141616
2031 1 141956
2032 1 142377
2033 1 142701
2034 1 142854
2035 1 142697
2036 1 143086
2037 1 142756
2038 1 142938
2039 1 142742
2040 1 143145
2041 1 142523
2042 1 143044
2043 1 142580
2044 1 142755
2045 1 143075
2046 1 142980
2047 1 142462
2048 1 142468
2049 1 142868
2050 1 143378
