2010 1 1
2011 1 7
2012 1 28
2013 1 62
2014 1 148
2015 1 326
2016 1 692
2017 1 1508
2018 1 3402
2019 1 7581
2020 1 15904
2021 1 30732
2022 1 52530
2023 1 77821
2024 1 101332
2025 1 118087
2026 1 128829
2027 1 134627
2028 1 138303
2029 1 140674
2030 1 141709
2031 1 142410
2032 1 142289
2033 1 142988
2034 1 142731
2035 1 142806
2036 1 142872
2037 1 143361
2038 1 142917
2039 1 143178
2040 1 143011
2041 1 142778
2042 1 142873
2043 1 143042
2044 1 142714
2045 1 142490
2046 1 142964
2047 1 143103
2048 1 143413
2049 1 143149
2050 1 143285
