2010 1 1
2011 1 6
2012 1 19
2013 1 45
2014 1 84
2015 1 149
2016 1 351
2017 1 781
2018 1 1812
2019 1 4267
2020 1 9531
2021 1 19868
2022 1 37306
2023 1 61026
2024 1 86842
2025 1 108521
2026 1 122901
2027 1 131776
2028 1 136854
2029 1 139731
2030 1 141639
2031 1 141967
2032 1 142256
2033 1 142803
2034 1 143044
2035 1 142721
2036 1 142654
2037 1 142527
2038 1 142556
2039 1 142910
2040 1 143151
2041 1 142841
2042 1 143057
2043 1 142507
2044 1 142417
2045 1 142695
2046 1 142795
2047 1 143465
2048 1 142891
2049 1 143100
2050 1 142959
