2010 1 1
2011 1 5
2012 1 18
2013 1 34
2014 1 59
2015 1 141
2016 1 388
2017 1 893
2018 1 1882
2019 1 4106
2020 1 8743
2021 1 17766
2022 1 33032
2023 1 54157
2024 1 78925
2025 1 102360
2026 1 119242
2027 1 129722
2028 1 135766
2029 1 139306
2030 1 141022
2031 1 141750
2032 1 142576
2033 1 142481
2034 1 142862
2035 1 142599
2036 1 143116
2037 1 142490
2038 1 142867
2039 1 143181
2040 1 142490
2041 1 142473
2042 1 143261
2043 1 142610
2044 1 142169
2045 1 142084
2046 1 143099
2047 1 142958
2048 1 142614
2049 1 143063
2050 1 143347
