2010 1 1
2011 1 6
2012 1 18
2013 1 32
2014 1 50
2015 1 100
2016 1 256
2017 1 608
2018 1 1388
2019 1 3095
2020 1 6702
2021 1 13741
2022 1 26561
2023 1 46578
2024 1 71758
2025 1 96610
2026 1 115338
2027 1 127377
2028 1 134254
2029 1 138550
2030 1 140923
2031 1 142023
2032 1 142706
2033 1 142681
2034 1 142264
2035 1 142633
2036 1 142877
2037 1 142651
2038 1 142784
2039 1 142489
2040 1 142994
2041 1 142643
2042 1 142629
2043 1 142665
2044 1 143180
2045 1 142736
2046 1 142919
2047 1 142962
2048 1 143119
2049 1 143182
2050 1 142661
