2010 1 1
2011 1 5
2012 1 16
2013 1 28
2014 1 51
2015 1 96
2016 1 218
2017 1 515
2018 1 1173
2019 1 2739
2020 1 6371
2021 1 13864
2022 1 27658
2023 1 48756
2024 1 73391
2025 1 96234
2026 1 113433
2027 1 125013
2028 1 132505
2029 1 137091
2030 1 140233
2031 1 141371
2032 1 141798
2033 1 142749
2034 1 143026
2035 1 142934
2036 1 142733
2037 1 142526
2038 1 143041
2039 1 142719
2040 1 143041
2041 1 143183
2042 1 142654
2043 1 143034
2044 1 142922
2045 1 142529
2046 1 142460
2047 1 142396
2048 1 142907
2049 1 143025
2050 1 142741
