2010 1 1
2011 1 5
2012 1 16
2013 1 31
2014 1 51
2015 1 63
2016 1 112
2017 1 192
2018 1 364
2019 1 624
2020 1 1168
2021 1 2208
2022 1 4051
2023 1 7137
2024 1 11703
2025 1 17137
2026 1 22207
2027 1 26302
2028 1 29919
2029 1 32280
2030 1 34567
2031 1 36171
2032 1 37815
2033 1 38479
2034 1 39459
2035 1 40174
2036 1 40559
2037 1 40690
2038 1 40800
2039 1 40852
2040 1 40872
2041 1 40860
2042 1 40974
2043 1 41053
2044 1 41236
2045 1 41202
2046 1 41315
2047 1 41251
2048 1 41199
2049 1 41475
2050 1 41351
