2010 1 1
2011 1 5
2012 1 14
2013 1 29
2014 1 55
2015 1 103
2016 1 215
2017 1 427
2018 1 816
2019 1 1487
2020 1 2485
2021 1 4089
2022 1 6597
2023 1 10292
2024 1 15028
2025 1 19770
2026 1 24222
2027 1 27868
2028 1 30688
2029 1 33006
2030 1 35433
2031 1 37190
2032 1 38441
2033 1 39227
2034 1 39786
2035 1 40356
2036 1 40545
2037 1 40697
2038 1 40872
2039 1 40926
2040 1 41193
2041 1 41382
2042 1 41574
2043 1 41318
2044 1 41376
2045 1 41437
2046 1 41473
2047 1 41174
2048 1 41549
2049 1 41462
2050 1 41382
