2010 1 1
2011 1 2
2012 1 10
2013 1 21
2014 1 37
2015 1 73
2016 1 118
2017 1 211
2018 1 364
2019 1 698
2020 1 1321
2021 1 2379
2022 1 4338
2023 1 7639
2024 1 12175
2025 1 17421
2026 1 22108
2027 1 26134
2028 1 29350
2029 1 32205
2030 1 34299
2031 1 36449
2032 1 37784
2033 1 38986
2034 1 39679
2035 1 40182
2036 1 40354
2037 1 40660
2038 1 40957
2039 1 41360
2040 1 41300
2041 1 41209
2042 1 41488
2043 1 41192
2044 1 40930
2045 1 41060
2046 1 41062
2047 1 41326
2048 1 41294
2049 1 41456
2050 1 41308
