2010 1 1
2011 1 3
2012 1 10
2013 1 20
2014 1 31
2015 1 47
2016 1 75
2017 1 167
2018 1 287
2019 1 522
2020 1 1045
2021 1 1888
2022 1 3513
2023 1 6295
2024 1 10518
2025 1 15699
2026 1 20845
2027 1 25041
2028 1 28319
2029 1 31260
2030 1 33355
2031 1 35513
2032 1 37069
2033 1 38503
2034 1 39526
2035 1 40202
2036 1 40375
2037 1 40945
2038 1 40982
2039 1 40737
2040 1 41027
2041 1 41158
2042 1 41292
2043 1 41119
2044 1 41338
2045 1 41379
2046 1 41512
2047 1 41506
2048 1 41320
2049 1 41478
2050 1 41466
