2010 1 1
2011 1 4
2012 1 13
2013 1 20
2014 1 31
2015 1 67
2016 1 142
2017 1 249
2018 1 424
2019 1 732
2020 1 1251
2021 1 2161
2022 1 3688
2023 1 6307
2024 1 9966
2025 1 14801
2026 1 19905
2027 1 24160
2028 1 27728
2029 1 30651
2030 1 33182
2031 1 35109
2032 1 36923
2033 1 37936
2034 1 39001
2035 1 39774
2036 1 40147
2037 1 40621
2038 1 40898
2039 1 41008
2040 1 40984
2041 1 41200
2042 1 41074
2043 1 41328
2044 1 41337
2045 1 41093
2046 1 41326
2047 1 40992
2048 1 41399
2049 1 41243
2050 1 41342
