2010 1 1
2011 1 4
2012 1 17
2013 1 30
2014 1 40
2015 1 60
2016 1 93
2017 1 166
2018 1 265
2019 1 529
2020 1 1056
2021 1 2040
2022 1 3816
2023 1 6752
2024 1 11205
2025 1 16538
2026 1 21603
2027 1 25564
2028 1 28723
2029 1 31194
2030 1 33640
2031 1 35578
2032 1 37105
2033 1 38171
2034 1 38921
2035 1 39502
2036 1 40077
2037 1 40233
2038 1 40509
2039 1 40884
2040 1 41416
2041 1 41194
2042 1 41619
2043 1 41355
2044 1 41307
2045 1 41381
2046 1 41400
2047 1 41415
2048 1 41336
2049 1 41200
2050 1 41274
