2010 1 1
2011 1 4
2012 1 12
2013 1 20
2014 1 35
2015 1 66
2016 1 123
2017 1 232
2018 1 409
2019 1 761
2020 1 1405
2021 1 2518
2022 1 4474
2023 1 7446
2024 1 11625
2025 1 16371
2026 1 21396
2027 1 25638
2028 1 29043
2029 1 31806
2030 1 34150
2031 1 36073
2032 1 37429
2033 1 38632
2034 1 39246
2035 1 40206
2036 1 40753
2037 1 40980
2038 1 40967
2039 1 41241
2040 1 41025
2041 1 41123
2042 1 41189
2043 1 41248
2044 1 41348
2045 1 41452
2046 1 41683
2047 1 41467
2048 1 41506
2049 1 41284
2050 1 41448
